insert into Employee (EmpId, FirstName, LastName, DepartmentNumber) values (1, 'Vernice', 'Haggie', 528);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (470, 575, null, null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (420, 734, 'Budget/Accounting Analyst IV', '3/3/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (70, 663, 'Compensation Analyst', '3/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (683, 565, 'Junior Executive', '2/18/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (912, 494, null, '11/5/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (752, 165, 'Nurse', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (700, 66, 'Web Designer III', '3/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (976, 596, 'Physical Therapy Assistant', '8/25/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (178, 950, null, '2/2/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (325, 626, 'Statistician III', '11/4/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (553, 605, 'Technical Writer', '7/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (363, 232, null, '11/13/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (577, 570, 'Financial Analyst', '3/3/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (893, 614, 'Environmental Tech', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (480, 579, 'Account Executive', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (613, 883, 'Food Chemist', '5/31/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (209, 840, null, '9/16/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (400, 263, 'GIS Technical Architect', '6/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (457, 322, 'Database Administrator I', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (358, 546, 'Accounting Assistant III', '4/23/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (689, 907, null, '6/29/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (748, 78, 'Clinical Specialist', '6/28/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (497, 190, 'Programmer Analyst III', '7/11/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (693, 39, null, '2/2/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (290, 971, 'Statistician III', '2/14/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (783, 590, 'Geologist I', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (97, 57, null, null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (835, 513, 'Help Desk Technician', '4/23/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (749, 902, null, '11/15/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (587, 536, 'Structural Analysis Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (48, 503, 'Teacher', '8/18/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (234, 97, 'Professor', '7/22/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (890, 1, 'Structural Analysis Engineer', '5/3/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (642, 696, 'Engineer IV', '7/19/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (532, 806, 'Assistant Manager', '4/29/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (938, 781, 'Structural Engineer', '5/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (615, 258, 'VP Marketing', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (820, 947, 'Database Administrator I', '6/14/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (82, 247, 'Safety Technician II', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (700, 871, 'Environmental Specialist', '10/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (816, 726, 'Biostatistician III', '1/17/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (418, 966, 'Staff Accountant II', '6/24/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (222, 244, 'Senior Sales Associate', '6/28/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (653, 83, 'Budget/Accounting Analyst III', '4/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (753, 853, 'Environmental Specialist', '7/13/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (91, 810, 'Research Nurse', '12/1/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (798, 146, 'Electrical Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (990, 68, null, '11/29/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (305, 894, 'Help Desk Technician', '2/10/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (912, 316, 'Help Desk Operator', '2/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (398, 999, 'Health Coach I', '10/22/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (434, 470, 'Senior Cost Accountant', '4/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (833, 419, null, '12/11/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (931, 777, 'Budget/Accounting Analyst I', '7/24/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (953, 775, 'Human Resources Assistant I', '5/13/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (992, 968, 'Assistant Media Planner', '6/15/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (556, 169, 'Account Coordinator', '12/4/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (100, 100, null, '11/21/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (113, 554, 'Associate Professor', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (468, 316, 'Quality Engineer', '11/10/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (898, 783, 'Design Engineer', '5/17/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (298, 904, 'Information Systems Manager', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (661, 726, 'Administrative Officer', '11/27/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (44, 252, 'Legal Assistant', '4/13/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (239, 300, null, '10/24/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (900, 526, 'Sales Representative', '11/1/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (962, 730, 'Actuary', '3/23/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (858, 722, 'Community Outreach Specialist', '1/25/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (776, 399, 'Nurse Practicioner', '10/8/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (280, 835, 'Cost Accountant', '6/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (330, 713, 'Marketing Manager', '4/27/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (127, 908, 'Automation Specialist II', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (91, 504, null, '2/15/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (168, 968, 'Product Engineer', '12/15/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (226, 551, 'Design Engineer', '8/30/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (36, 379, 'Research Nurse', '10/16/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (573, 737, 'Account Executive', '2/15/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (592, 561, 'Professor', '12/15/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (716, 954, 'Quality Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (712, 122, null, '10/23/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (511, 263, 'Structural Engineer', '10/11/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (977, 651, 'Clinical Specialist', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (210, 258, 'Research Associate', '11/23/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (654, 665, null, '8/25/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (626, 568, 'Speech Pathologist', '12/6/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (478, 950, 'Environmental Specialist', '2/5/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (294, 272, null, '10/22/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (734, 543, 'Clinical Specialist', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (694, 332, 'Assistant Manager', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (747, 65, 'Account Representative III', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (731, 872, null, null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (206, 325, 'Actuary', '7/7/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (727, 845, 'Accounting Assistant IV', '6/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (135, 281, 'Budget/Accounting Analyst II', '9/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (353, 24, 'Quality Engineer', '2/9/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (972, 997, 'Senior Quality Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (380, 935, null, '2/22/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (171, 83, 'Help Desk Technician', '3/8/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (732, 606, 'Business Systems Development Analyst', '1/28/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (716, 949, 'General Manager', '3/2/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (300, 246, null, '3/10/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (135, 295, 'Administrative Assistant III', '5/7/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (696, 95, 'Systems Administrator II', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (569, 925, 'Community Outreach Specialist', '1/25/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (61, 369, 'Staff Accountant II', '7/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (392, 888, 'Senior Quality Engineer', '7/30/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (595, 102, null, '7/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (1, 152, 'Payment Adjustment Coordinator', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (877, 127, 'Community Outreach Specialist', '8/19/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (151, 861, 'Assistant Professor', '12/27/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (39, 438, 'Geological Engineer', '9/8/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (667, 671, 'Account Coordinator', '10/7/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (838, 731, 'Executive Secretary', '4/15/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (163, 412, 'Environmental Tech', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (662, 554, null, '3/17/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (644, 541, null, '11/15/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (950, 771, 'Staff Scientist', '5/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (553, 419, 'Senior Cost Accountant', '10/5/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (186, 683, null, '1/27/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (571, 670, 'Recruiter', '1/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (458, 194, 'Nuclear Power Engineer', '4/29/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (728, 9, 'Business Systems Development Analyst', '9/19/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (782, 187, 'Librarian', '4/3/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (580, 267, 'Human Resources Assistant III', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (609, 849, 'Design Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (220, 155, 'Geological Engineer', '4/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (889, 642, 'Tax Accountant', '1/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (251, 18, 'Analyst Programmer', '12/25/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (423, 759, 'Paralegal', '8/28/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (140, 410, 'Occupational Therapist', '10/12/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (640, 63, 'Research Assistant I', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (567, 366, 'Business Systems Development Analyst', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (205, 991, null, '7/12/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (905, 128, 'Database Administrator II', '3/7/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (38, 948, 'Geological Engineer', '5/5/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (531, 92, null, '3/26/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (192, 912, null, '1/17/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (168, 304, null, null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (45, 223, null, '3/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (484, 154, 'Human Resources Manager', '8/9/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (225, 856, 'Budget/Accounting Analyst I', '8/12/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (737, 978, 'Human Resources Assistant I', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (945, 711, 'Paralegal', '3/24/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (951, 827, 'VP Marketing', '4/8/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (321, 936, null, null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (491, 375, 'Operator', '2/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (691, 190, 'Computer Systems Analyst I', '4/1/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (331, 981, 'Software Consultant', '7/13/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (705, 45, 'Software Test Engineer II', '5/3/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (942, 325, 'Structural Analysis Engineer', '9/14/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (310, 365, 'Senior Financial Analyst', '12/23/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (450, 603, 'Account Representative III', '2/5/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (597, 352, 'Associate Professor', '3/9/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (40, 198, 'Legal Assistant', '9/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (135, 973, 'GIS Technical Architect', '12/11/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (109, 678, 'Information Systems Manager', '11/16/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (382, 470, 'Chemical Engineer', '7/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (372, 496, null, '7/1/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (817, 6, 'Assistant Media Planner', '5/17/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (641, 468, 'Office Assistant I', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (883, 331, 'Help Desk Operator', '4/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (217, 482, 'Software Consultant', '11/16/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (697, 304, 'Accountant II', '12/2/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (874, 117, 'Nuclear Power Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (250, 180, 'Project Manager', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (375, 47, 'Senior Developer', '10/22/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (444, 924, 'Operator', '2/15/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (889, 543, null, '5/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (14, 571, 'Research Assistant IV', '7/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (998, 215, 'Financial Advisor', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (23, 235, 'Assistant Manager', '7/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (177, 716, 'Research Associate', '11/26/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (619, 491, 'Senior Sales Associate', '6/22/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (638, 797, 'Help Desk Operator', '8/23/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (341, 948, 'Environmental Specialist', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (798, 282, null, '9/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (899, 440, 'Engineer I', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (791, 851, 'Database Administrator IV', '7/17/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (256, 123, 'Dental Hygienist', '11/6/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (440, 670, null, null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (380, 315, 'VP Accounting', '3/31/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (45, 862, 'Senior Cost Accountant', '11/20/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (399, 158, 'Technical Writer', '5/31/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (306, 768, 'Media Manager III', '3/12/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (138, 980, null, null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (403, 971, 'Senior Financial Analyst', '10/24/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (275, 248, 'Civil Engineer', '11/16/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (553, 490, 'GIS Technical Architect', '3/3/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (368, 747, 'Account Representative II', '11/28/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (831, 281, 'Engineer II', '6/18/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (32, 133, 'Payment Adjustment Coordinator', '10/16/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (387, 106, 'Chief Design Engineer', '6/28/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (466, 229, 'Social Worker', '2/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (651, 158, 'Software Engineer II', '1/26/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (455, 821, 'Recruiting Manager', '6/9/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (795, 831, 'Structural Analysis Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (644, 948, 'VP Marketing', '3/30/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (675, 645, 'Media Manager II', '9/17/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (776, 945, 'Media Manager II', '5/1/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (260, 783, 'Environmental Specialist', '9/1/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (486, 414, 'Graphic Designer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (813, 236, 'Teacher', '5/8/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (424, 368, 'Actuary', '11/13/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (368, 810, 'Sales Representative', '2/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (513, 636, 'Product Engineer', '11/7/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (364, 115, 'Pharmacist', '9/29/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (507, 67, 'Senior Cost Accountant', '9/16/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (557, 117, 'Cost Accountant', '2/10/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (696, 714, null, '10/4/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (943, 291, 'Geologist III', '7/15/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (472, 406, 'Human Resources Manager', '9/26/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (348, 147, 'Director of Sales', '12/15/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (942, 950, 'Account Representative I', '6/10/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (216, 548, 'Administrative Officer', '11/25/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (486, 983, 'VP Product Management', '4/26/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (923, 489, 'Structural Engineer', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (473, 277, 'Account Representative II', '11/5/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (265, 955, 'Account Representative II', '2/8/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (394, 631, 'Computer Systems Analyst III', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (381, 368, 'Analog Circuit Design manager', '5/13/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (313, 625, 'Staff Accountant IV', '1/10/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (348, 96, 'Environmental Specialist', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (465, 242, null, '11/16/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (65, 76, null, '12/29/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (596, 297, 'Paralegal', '2/13/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (972, 169, 'Programmer I', '3/20/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (851, 440, 'Senior Editor', '2/24/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (319, 222, null, '9/8/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (226, 703, 'Media Manager II', '11/10/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (128, 405, 'Geologist IV', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (287, 948, 'Systems Administrator IV', '10/2/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (597, 36, 'Operator', '3/10/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (116, 823, 'Account Coordinator', '3/6/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (88, 699, 'Software Consultant', '12/27/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (12, 903, 'Environmental Specialist', '9/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (833, 902, 'VP Marketing', '7/23/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (606, 383, 'Clinical Specialist', '12/16/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (918, 73, 'Speech Pathologist', '7/15/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (743, 988, 'Marketing Assistant', '2/1/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (368, 716, 'Product Engineer', '8/31/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (967, 818, 'Graphic Designer', '12/29/2022');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (219, 196, 'Community Outreach Specialist', '6/14/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (430, 533, null, '5/29/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (98, 170, null, '6/10/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (267, 830, 'Legal Assistant', '1/23/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (130, 451, 'Nuclear Power Engineer', '1/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (709, 743, 'Geological Engineer', '6/29/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (486, 157, 'Nurse Practicioner', '2/25/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (864, 252, 'Registered Nurse', '7/7/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (331, 532, 'Social Worker', '3/21/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (132, 186, 'Actuary', '9/13/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (410, 5, 'Research Assistant IV', '4/22/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (599, 375, null, '7/30/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (939, 977, 'Professor', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (906, 124, 'Business Systems Development Analyst', null);
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (343, 599, null, '7/1/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (564, 801, 'Occupational Therapist', '7/19/2023');
insert into Works_on (EmpId, ProjectNumber, Job, EnterDate) values (898, 309, 'Administrative Assistant II', null);
